method,bits,granularity,symmetry,calibration,n_seeds,final_val_bpb_mean,final_val_bpb_std,final_val_loss_mean,final_val_loss_std,fp32_val_bpb_mean,delta_bpb_mean,delta_bpb_std,quant_file_MB_mean,quant_file_MB_std,config
uniform_int4,4,per_channel,symmetric,uncalibrated,3,2.5748583306162183,0.03279488644693108,4.347540434813534,0.055372792043681014,1.306595547985494,1.2682627826307245,0.03216338378782164,7.817289333333334,0.005503214727169192,Uniform INT4 / per-channel / symmetric / uncalibrated
nf4,4,per_tensor,codebook,uncalibrated,3,7.523751495709486,2.531470265871597,12.703539243363979,4.274281504944407,1.3062023525474944,6.21754914316199,2.5324461977238966,6.472058333333334,0.06741006049792063,NF4 / per-tensor / codebook / uncalibrated
nf4,4,per_channel,codebook,uncalibrated,3,1.8162851950253849,0.022224927421614464,3.066721470705643,0.03752585898702265,1.3062799832195282,0.5100052118058566,0.0212722264030678,7.905167666666666,0.00017394922630889123,NF4 / per-channel / codebook / uncalibrated
nf4,4,per_channel,codebook,percentile,3,1.8210693936878801,0.02077409712290002,3.0747993897453294,0.035076192800454334,1.3062198742598696,0.5148495194280104,0.020153037977612465,7.9066703333333335,0.0016050720648409012,NF4 / per-channel / codebook / percentile-clipped
